C:\Users\dell\Desktop\sl-snapshot\IMG\center_2019_12_25_13_44_43_801.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\left_2019_12_25_13_44_43_801.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\right_2019_12_25_13_44_43_801.jpg,0,0,0,1.596748E-05
C:\Users\dell\Desktop\sl-snapshot\IMG\center_2019_12_25_13_44_43_875.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\left_2019_12_25_13_44_43_875.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\right_2019_12_25_13_44_43_875.jpg,0,0,0,5.787488E-06
C:\Users\dell\Desktop\sl-snapshot\IMG\center_2019_12_25_13_44_43_945.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\left_2019_12_25_13_44_43_945.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\right_2019_12_25_13_44_43_945.jpg,0,0,0,6.661538E-06
C:\Users\dell\Desktop\sl-snapshot\IMG\center_2019_12_25_13_44_44_024.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\left_2019_12_25_13_44_44_024.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\right_2019_12_25_13_44_44_024.jpg,0,0,0,4.868369E-06
C:\Users\dell\Desktop\sl-snapshot\IMG\center_2019_12_25_13_44_44_092.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\left_2019_12_25_13_44_44_092.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\right_2019_12_25_13_44_44_092.jpg,0,0,0,1.177944E-05
C:\Users\dell\Desktop\sl-snapshot\IMG\center_2019_12_25_13_44_44_163.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\left_2019_12_25_13_44_44_163.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\right_2019_12_25_13_44_44_163.jpg,0,0,0,4.26489E-06
C:\Users\dell\Desktop\sl-snapshot\IMG\center_2019_12_25_13_44_44_234.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\left_2019_12_25_13_44_44_234.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\right_2019_12_25_13_44_44_234.jpg,0,0,0,9.421986E-06
C:\Users\dell\Desktop\sl-snapshot\IMG\center_2019_12_25_13_44_44_308.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\left_2019_12_25_13_44_44_308.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\right_2019_12_25_13_44_44_308.jpg,0,0,0,9.75176E-06
C:\Users\dell\Desktop\sl-snapshot\IMG\center_2019_12_25_13_44_44_378.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\left_2019_12_25_13_44_44_378.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\right_2019_12_25_13_44_44_378.jpg,0,0,0,9.837581E-06
C:\Users\dell\Desktop\sl-snapshot\IMG\center_2019_12_25_13_44_44_454.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\left_2019_12_25_13_44_44_454.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\right_2019_12_25_13_44_44_454.jpg,0,0,0,6.293907E-06
C:\Users\dell\Desktop\sl-snapshot\IMG\center_2019_12_25_13_44_44_525.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\left_2019_12_25_13_44_44_525.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\right_2019_12_25_13_44_44_525.jpg,0,0,0,1.819771E-05
C:\Users\dell\Desktop\sl-snapshot\IMG\center_2019_12_25_13_44_44_596.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\left_2019_12_25_13_44_44_596.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\right_2019_12_25_13_44_44_596.jpg,0,0,0,1.357366E-05
C:\Users\dell\Desktop\sl-snapshot\IMG\center_2019_12_25_13_44_44_671.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\left_2019_12_25_13_44_44_671.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\right_2019_12_25_13_44_44_671.jpg,0,0,0,2.860789E-05
C:\Users\dell\Desktop\sl-snapshot\IMG\center_2019_12_25_13_44_44_744.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\left_2019_12_25_13_44_44_744.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\right_2019_12_25_13_44_44_744.jpg,0,0,0,4.353755E-06
C:\Users\dell\Desktop\sl-snapshot\IMG\center_2019_12_25_13_44_44_813.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\left_2019_12_25_13_44_44_813.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\right_2019_12_25_13_44_44_813.jpg,0,0,0,1.473516E-05
C:\Users\dell\Desktop\sl-snapshot\IMG\center_2019_12_25_13_44_44_886.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\left_2019_12_25_13_44_44_886.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\right_2019_12_25_13_44_44_886.jpg,0,0.0427464,0,0.02036737
C:\Users\dell\Desktop\sl-snapshot\IMG\center_2019_12_25_13_44_44_959.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\left_2019_12_25_13_44_44_959.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\right_2019_12_25_13_44_44_959.jpg,-0.1,0.2931255,0,0.1530834
C:\Users\dell\Desktop\sl-snapshot\IMG\center_2019_12_25_13_44_45_030.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\left_2019_12_25_13_44_45_030.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\right_2019_12_25_13_44_45_030.jpg,-0.25,0.4812405,0,0.4664997
C:\Users\dell\Desktop\sl-snapshot\IMG\center_2019_12_25_13_44_45_106.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\left_2019_12_25_13_44_45_106.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\right_2019_12_25_13_44_45_106.jpg,-0.45,0.691982,0,1.000105
C:\Users\dell\Desktop\sl-snapshot\IMG\center_2019_12_25_13_44_45_176.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\left_2019_12_25_13_44_45_176.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\right_2019_12_25_13_44_45_176.jpg,-0.6500001,0.9433124,0,1.748723
C:\Users\dell\Desktop\sl-snapshot\IMG\center_2019_12_25_13_44_45_247.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\left_2019_12_25_13_44_45_247.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\right_2019_12_25_13_44_45_247.jpg,-0.8000001,1,0,2.394305
C:\Users\dell\Desktop\sl-snapshot\IMG\center_2019_12_25_13_44_45_322.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\left_2019_12_25_13_44_45_322.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\right_2019_12_25_13_44_45_322.jpg,-1,1,0,3.272132
C:\Users\dell\Desktop\sl-snapshot\IMG\center_2019_12_25_13_44_45_393.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\left_2019_12_25_13_44_45_393.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\right_2019_12_25_13_44_45_393.jpg,-1,1,0,4.167175
C:\Users\dell\Desktop\sl-snapshot\IMG\center_2019_12_25_13_44_45_464.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\left_2019_12_25_13_44_45_464.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\right_2019_12_25_13_44_45_464.jpg,0,1,0,4.760807
C:\Users\dell\Desktop\sl-snapshot\IMG\center_2019_12_25_13_44_45_538.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\left_2019_12_25_13_44_45_538.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\right_2019_12_25_13_44_45_538.jpg,0,1,0,5.679841
C:\Users\dell\Desktop\sl-snapshot\IMG\center_2019_12_25_13_44_45_608.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\left_2019_12_25_13_44_45_608.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\right_2019_12_25_13_44_45_608.jpg,0,1,0,6.370678
C:\Users\dell\Desktop\sl-snapshot\IMG\center_2019_12_25_13_44_45_680.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\left_2019_12_25_13_44_45_680.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\right_2019_12_25_13_44_45_680.jpg,0,1,0,7.285763
C:\Users\dell\Desktop\sl-snapshot\IMG\center_2019_12_25_13_44_45_754.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\left_2019_12_25_13_44_45_754.jpg,C:\Users\dell\Desktop\sl-snapshot\IMG\right_2019_12_25_13_44_45_754.jpg,0,1,0,8.193763
